age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility,total_monthly_expenses,debt_to_income_ratio,expense_to_income_ratio,available_income,affordability_ratio
50,Female,Single,High School,113837,Government,25,Small,Family,6521,1,4,5525,4261,9736,27526,16671,Yes,25016,661,337604,203858,Home Appliances,748581,63,6503.349999999999,High_Risk,95256,0.2197528044484658,0.8367753893725238,18581,0.05712861371961664
49,Female,Married,Professional,171049,Government,14,Medium,Rented,6355,4,0,9917,23592,7243,14776,5886,Yes,26549,585,89011,278372,Personal Loan,1397115,61,26855.85,Not_Eligible,94318,0.15521283374939346,0.5514092453039772,76731,0.15700676414360795
41,Male,Single,Post Graduate,116967,Private,14,Medium,Rented,20103,3,4,1819,28281,7800,11759,19091,No,8583,742,725648,360049,Vehicle,632115,81,6835.849999999999,High_Risk,97436,0.07337967118930981,0.8330212795061855,19531,0.05844255217283507
37,Male,Married,High School,146201,Self-employed,8,Medium,Rented,4771,4,4,5107,4082,1329,22922,2103,Yes,26246,450,212508,355429,Home Appliances,643287,13,27874.35,Not_Eligible,66560,0.17951997592355728,0.4552636438875247,79641,0.19065772463936634
44,Male,Single,Graduate,74683,Government,12,Large,Family,2696,1,3,12736,17963,14376,26396,2381,Yes,9547,809,528957,407656,Vehicle,556592,15,500.0,Not_Eligible,86095,0.12783364353333423,1.1528058594325348,-11412,0.006694964048043062
49,Male,Single,Professional,60331,Private,22,Medium,Family,12458,2,1,10399,29770,3169,13937,1634,No,28672,783,178414,371504,Vehicle,537833,64,500.0,Not_Eligible,100039,0.47524489897399347,1.6581691004624488,-39708,0.00828761333311233
28,Female,Single,Professional,49626,Government,0,Large,Rented,13463,6,4,11480,21983,10770,21324,14183,No,21387,740,623694,42026,Home Appliances,463812,73,500.0,Not_Eligible,114590,0.4309636077862411,2.3090718574940556,-64964,0.010075363720630314
34,Male,Single,Professional,194575,Self-employed,8,Large,Rented,5796,5,2,4783,3419,4006,27501,15145,No,2255,475,498196,112914,Vehicle,371726,24,46084.5,Not_Eligible,62905,0.011589361428754979,0.32329435950147756,131670,0.23684697417448286
27,Male,Married,Post Graduate,173621,Private,2,Large,Rented,808,2,1,2895,18401,6840,25726,15176,No,12301,328,518747,441167,E-commerce Shopping,1365100,40,32015.9,Not_Eligible,82147,0.0708497243996982,0.47313976995870316,91474,0.18440108051445392
42,Male,Married,Post Graduate,27342,Government,29,Small,Family,10343,6,4,1756,20401,8145,4760,11447,Yes,5341,674,718356,59161,Education,1417644,16,500.0,Not_Eligible,62193,0.1953405017921147,2.2746324336186086,-34851,0.01828688464633165
60,Female,Married,Graduate,51417,Government,8,Large,Family,3293,4,1,10729,3037,3523,13421,13096,Yes,2026,730,992443,340064,Home Appliances,1180341,8,802.1999999999999,Not_Eligible,49125,0.039403310189237026,0.9554233035766381,2292,0.015601843748176672
46,Male,Married,Graduate,198321,Private,19,Medium,Own,9497,3,0,2327,14501,11981,17465,12291,Yes,4339,684,701091,454670,Personal Loan,215156,33,44072.0,High_Risk,72401,0.021878671446795853,0.36506976064057767,125920,0.22222558377579782
58,Female,Married,Professional,67664,Private,30,Medium,Rented,3459,4,1,10320,17145,5222,8773,17995,Yes,20114,650,422124,265524,Personal Loan,722826,53,500.0,Not_Eligible,83028,0.2972629463230078,1.2270631354930244,-15364,0.007389453771577205
32,Male,Single,Graduate,23833,Private,24,Small,Rented,18803,1,0,3196,13397,3915,23329,10674,Yes,1298,519,802784,172260,Education,100425,5,500.0,Not_Eligible,74612,0.05446230017203038,3.1306172114295303,-50779,0.02097931439600554
43,Male,Single,High School,75658,Private,28,Small,Own,4224,1,1,10409,12164,14497,17466,13069,Yes,1612,793,315445,10771,Personal Loan,1060894,19,775.9499999999999,Not_Eligible,73441,0.02130640513891459,0.970697084247535,2217,0.010256020513362763
30,Female,Single,Post Graduate,175545,Private,14,Medium,Rented,7571,3,1,3653,29320,10964,22085,5513,No,107,446,229943,116356,Education,1211333,22,33716.2,Not_Eligible,79213,0.0006095303198610043,0.4512404226836424,96332,0.19206585206072516
50,Male,Single,Professional,146809,Government,23,Small,Own,22747,6,2,11353,15180,11330,20412,8032,No,1353,501,553204,420671,E-commerce Shopping,484866,9,19740.7,Not_Eligible,90407,0.009216056236334284,0.615813744388968,56402,0.1344651894638612
58,Male,Single,Professional,109965,Private,6,Small,Family,25772,2,2,10619,12838,6674,9310,1401,Yes,1646,712,755041,205231,Personal Loan,1116559,19,14596.749999999998,Eligible,68260,0.014968399036056927,0.6207429636702587,41705,0.13273996271540944
30,Female,Married,High School,192719,Private,3,Large,Own,20951,1,3,13147,16982,2956,7480,17937,Yes,4220,519,265331,213927,Personal Loan,570206,60,38166.1,Not_Eligible,83673,0.021897166340630658,0.43417099507573204,109046,0.1980401517234938
57,Male,Single,High School,79054,Self-employed,24,Large,Own,14171,1,1,6254,26778,7189,23087,6744,Yes,17500,682,523368,133117,E-commerce Shopping,360265,29,500.0,Not_Eligible,101723,0.22136767273003263,1.2867533584638349,-22669,0.0063247906494295035
46,Male,Single,High School,16299,Government,19,Small,Family,15323,3,0,4259,3743,3072,16866,11419,No,8603,849,271599,149271,Personal Loan,253120,15,500.0,Not_Eligible,63285,0.5278237928707282,3.882753543162157,-46986,0.030676728633658508
45,Male,Married,High School,80875,Self-employed,16,Medium,Rented,19908,2,1,414,8608,11588,10259,3570,Yes,3020,550,720175,33605,Personal Loan,701705,7,8227.8,Not_Eligible,57367,0.03734157650695518,0.7093292117465224,23508,0.10173477588871714
30,Male,Married,Professional,178992,Government,21,Large,Own,6751,4,4,12286,11625,14922,20125,13320,No,236,577,436094,492427,E-commerce Shopping,1214781,67,34904.45,Not_Eligible,79265,0.0013184946813265398,0.4428410208277465,99727,0.19500564271028872
30,Female,Single,Post Graduate,188453,Government,3,Medium,Own,9717,5,0,14975,19801,12007,29351,8851,Yes,2702,353,237501,234111,E-commerce Shopping,270850,19,31867.15,Not_Eligible,97404,0.014337792446923105,0.5168609679867129,91049,0.1690986612046505
28,Male,Single,Post Graduate,129286,Government,25,Small,Rented,15411,3,4,12442,15505,1872,21618,17348,No,8400,737,697890,268035,E-commerce Shopping,271685,39,12841.5,Eligible,92596,0.06497223210556441,0.7162105719103383,36690,0.09932629983138158
54,Female,Married,High School,113730,Private,18,Medium,Own,6237,2,3,6337,14027,8497,20997,17371,Yes,13630,510,285910,467567,Personal Loan,295391,18,9321.9,Not_Eligible,87096,0.11984524751604678,0.76581376945397,26634,0.08196518069111053
35,Male,Single,Graduate,71298,Self-employed,27,Medium,Family,9791,5,4,8146,6210,7004,6536,8804,No,23574,817,493322,383658,Education,1144589,20,500.0,Not_Eligible,70065,0.33064041067070604,0.9827063872759404,1233,0.007012819433925215
54,Female,Single,Professional,170581,Government,4,Medium,Own,9236,3,3,13787,18948,7437,19142,16295,No,23978,500,478692,356300,Education,1345380,5,21615.3,Not_Eligible,108823,0.14056665162005147,0.6379549891254008,61758,0.1267157538061097
55,Male,Single,Post Graduate,136035,Government,15,Medium,Rented,10345,4,3,10027,24525,13533,19941,7366,No,12297,342,906434,450227,Home Appliances,1369496,20,13300.35,Not_Eligible,98034,0.09039585400815967,0.720652773183372,38001,0.09777152938581983
48,Female,Married,High School,188167,Government,2,Small,Rented,14159,4,3,10260,1082,8333,16830,18514,Yes,22435,547,669039,406510,Home Appliances,883286,43,33793.9,Not_Eligible,91613,0.11922919534243517,0.4868707052777586,96554,0.1795952531527845
33,Male,Single,Graduate,197596,Self-employed,10,Small,Own,5319,2,4,2870,29678,9448,16993,7221,Yes,15103,664,641278,243092,Personal Loan,546925,80,38837.4,High_Risk,86632,0.07643373347638616,0.4384299277313306,110964,0.1965495252940343
27,Female,Single,Graduate,124825,Government,24,Large,Rented,18251,2,3,9214,587,5917,10430,14165,No,21438,617,327423,157380,Personal Loan,66151,19,15688.05,High_Risk,80002,0.17174444221910676,0.640913278590026,44823,0.12568035249349088
55,Female,Married,High School,130637,Self-employed,27,Large,Rented,1375,4,3,6252,29443,5032,25446,15953,Yes,19632,794,804761,411020,Education,1317105,63,9626.4,High_Risk,103133,0.15027901742997773,0.7894624034538454,27504,0.07368815879115412
60,Male,Married,Professional,87618,Self-employed,21,Large,Own,8130,4,2,398,10999,14077,12559,11406,No,16269,670,986655,319745,Vehicle,867991,49,4823.0,Not_Eligible,73838,0.18568102444703144,0.8427263804241137,13780,0.05504576685156018
48,Female,Married,Post Graduate,40532,Private,14,Large,Own,21785,3,1,11169,23567,4260,20241,9468,No,19197,487,700100,401771,Home Appliances,1139152,74,500.0,Not_Eligible,109687,0.4736257771637225,2.7061827691700384,-69155,0.012335932103029705
55,Male,Single,Graduate,123197,Government,18,Medium,Rented,25187,6,3,11111,3658,8166,4810,4966,No,2337,570,349038,326789,Education,22769,70,22036.7,Not_Eligible,60235,0.018969617766666395,0.48893236036591803,62962,0.1788736738719287
30,Male,Married,Post Graduate,145860,Government,20,Large,Own,6992,6,0,3970,15845,9885,21740,19890,No,5726,557,294404,220252,Personal Loan,561507,26,21634.2,Not_Eligible,84048,0.039256821609762786,0.5762237762237762,61812,0.14832167832167834
26,Male,Single,Post Graduate,75285,Self-employed,23,Large,Family,13850,2,0,8320,10415,8442,17169,13764,Yes,10022,541,462589,294550,Home Appliances,623470,49,500.0,Not_Eligible,81982,0.13312080759779504,1.0889553031812447,-6697,0.006641429235571495
44,Male,Married,Graduate,33866,Self-employed,13,Medium,Own,19700,5,2,9724,12609,14026,17351,7719,Yes,18335,393,692032,160073,Home Appliances,244529,58,500.0,Not_Eligible,99464,0.5413984527254474,2.9369869485619797,-65598,0.014764070158861395
52,Male,Single,High School,153665,Private,15,Small,Rented,13235,4,4,14615,21964,5037,23449,8420,No,10319,807,46646,366035,Home Appliances,825684,77,19819.1,Eligible,97039,0.067152572153711,0.6314970878209091,56626,0.1289760192626818
35,Female,Married,Graduate,24495,Government,23,Large,Family,17982,5,4,6570,10375,8201,15349,17402,No,20185,594,875343,98648,Personal Loan,966149,78,500.0,Not_Eligible,96064,0.8240457236170647,3.9217799550928762,-71569,0.020412329046744233
28,Male,Single,Graduate,22837,Self-employed,5,Small,Rented,4949,2,4,1050,14763,14006,22890,9412,No,7888,779,781412,17059,Education,33765,16,500.0,Not_Eligible,74958,0.3454043876165871,3.282305031308841,-52121,0.0218942943468932
39,Male,Single,Professional,164752,Government,4,Large,Rented,6572,2,3,2952,16148,1555,23771,2879,Yes,18837,319,302839,433673,Vehicle,1317638,73,32213.3,Not_Eligible,72714,0.1143354860639021,0.4413542779450325,92038,0.19552600271923862
30,Male,Married,Post Graduate,45346,Government,30,Small,Family,26553,1,4,343,5913,13148,26714,14214,No,27747,703,678188,63898,Personal Loan,603580,69,500.0,Not_Eligible,114632,0.6118952057513342,2.5279407224451993,-69286,0.011026330878136991
54,Male,Married,High School,123621,Government,20,Large,Own,29733,4,4,9616,10213,6609,28322,6657,Yes,6562,718,967596,52614,Home Appliances,1210798,13,9068.15,High_Risk,97712,0.0530815961689357,0.7904158678541672,25909,0.07335444625104148
26,Male,Single,Post Graduate,38412,Self-employed,16,Small,Rented,13730,6,1,603,21410,7642,26319,3357,No,26646,715,913616,334385,E-commerce Shopping,554565,4,500.0,Not_Eligible,99707,0.6936894720399875,2.5957252941789024,-61295,0.013016765594085182
39,Male,Married,Graduate,133833,Government,15,Small,Own,12589,6,3,13606,23438,14556,19624,14794,Yes,16152,828,211764,338708,Education,415653,19,6675.9,High_Risk,114759,0.1206877227589608,0.8574790970836789,19074,0.04988231602071238
35,Female,Single,High School,176876,Self-employed,1,Large,Own,17022,2,3,9782,29351,10469,16636,16228,No,27332,435,790550,495701,Personal Loan,281599,44,17519.6,Not_Eligible,126820,0.15452633483344264,0.716999479861598,50056,0.09905018204844071
32,Female,Married,High School,80206,Private,30,Small,Family,4166,2,0,14531,28189,6228,18734,5734,No,25989,414,297583,186413,Home Appliances,901975,60,500.0,Not_Eligible,103571,0.3240281275715034,1.2913123706455876,-23365,0.0062339475849687055
50,Male,Married,High School,25934,Private,27,Large,Rented,10114,4,0,7036,10561,13401,24404,11296,Yes,8438,805,401235,191441,Vehicle,182859,25,500.0,Not_Eligible,85250,0.32536438651962674,3.287190560653968,-59316,0.0192797100331611
29,Female,Single,High School,45723,Self-employed,10,Large,Family,645,1,1,4828,25935,10139,10912,13064,Yes,22105,479,225531,423424,Home Appliances,139252,35,500.0,Not_Eligible,87628,0.48345471644467775,1.9164971677274019,-41905,0.01093541543643243
30,Male,Married,Professional,142968,Government,3,Medium,Family,5884,1,2,5932,17164,5580,20536,1546,No,29436,624,287492,387416,Home Appliances,1189931,47,19911.5,High_Risk,86078,0.20589222763135806,0.6020787868613956,56890,0.13927242459851155
50,Male,Married,High School,166477,Private,5,Large,Rented,23052,1,3,4251,26112,5373,28528,13691,No,14267,489,186736,326070,Personal Loan,1328346,80,17921.05,Not_Eligible,115274,0.08569952606065703,0.692431987601891,51203,0.10764880433933817
28,Male,Single,Graduate,164820,Private,26,Large,Rented,12461,1,0,6583,170,14340,16960,1611,No,18917,490,373538,358452,Vehicle,480346,51,32822.3,Not_Eligible,71042,0.11477369251304453,0.4310277878898192,93778,0.1991402742385633
43,Male,Single,Professional,192485,Self-employed,6,Large,Family,26574,3,4,2148,5019,1397,23323,3977,No,24069,588,315574,433556,E-commerce Shopping,736486,22,37092.3,Not_Eligible,86507,0.12504350988388704,0.4494220328856794,105978,0.19270228849001222
44,Male,Married,Graduate,168426,Self-employed,16,Large,Family,16473,4,3,6044,20608,1221,5574,5107,No,13330,465,364982,349296,Personal Loan,1357817,55,35024.149999999994,Not_Eligible,68357,0.07914455012883996,0.40585776542814056,100069,0.20794978210015078
57,Female,Single,Graduate,136988,Self-employed,7,Medium,Family,14703,4,3,747,19111,3365,22684,4612,Yes,28138,557,702343,58333,Education,1230940,19,15269.8,Not_Eligible,93360,0.20540485297982305,0.6815195491575905,43628,0.11146815779484334
44,Female,Married,Post Graduate,163460,Self-employed,27,Medium,Rented,15136,4,3,8691,13729,2777,24221,10519,No,8978,535,531238,476575,Vehicle,1210170,10,27793.15,Not_Eligible,84051,0.05492475223296219,0.5141991924629878,79409,0.17003028263795425
36,Female,Married,High School,51523,Self-employed,0,Medium,Rented,11470,6,0,3356,29068,5060,27751,14325,Yes,21613,693,158804,445410,E-commerce Shopping,249002,9,500.0,Not_Eligible,112643,0.4194825611862663,2.186266327659492,-61120,0.009704403858470973
25,Female,Single,High School,116150,Self-employed,24,Medium,Family,15421,1,1,5188,2108,4954,9947,555,Yes,15214,784,711830,323822,E-commerce Shopping,915970,39,21967.05,Eligible,53387,0.13098579423159706,0.45963839862247097,62763,0.18912656048213516
50,Male,Single,Graduate,135950,Self-employed,14,Small,Rented,26942,1,0,5898,15476,12714,9901,14226,Yes,5726,759,707645,155661,Vehicle,298864,51,15773.45,Eligible,90883,0.042118425891872015,0.6685031261493196,45067,0.11602390584773814
38,Female,Single,High School,181804,Government,19,Large,Rented,25399,6,4,385,9850,6728,20460,9193,Yes,29668,784,924236,290598,Education,1202308,70,28042.35,Eligible,101683,0.16318672856482805,0.5593001254097819,80121,0.1542449561065763
35,Male,Single,Professional,56646,Government,11,Medium,Rented,550,6,4,4233,9987,13630,3334,16501,No,23126,314,715441,44669,Home Appliances,258042,32,500.0,Not_Eligible,71361,0.4082547752709812,1.259771210676835,-14715,0.008826748578893479
60,Female,Single,Post Graduate,167093,Government,14,Large,Own,24635,2,2,12535,6616,1774,16186,18911,No,10635,770,955902,17705,Personal Loan,1217715,54,26530.35,Eligible,91292,0.06364719048673494,0.5463544253798782,75801,0.1587759511170426
37,Female,Single,High School,67776,Government,22,Medium,Own,5224,3,0,6246,2785,1339,16864,3851,No,21516,544,523717,89500,Education,761476,56,3482.85,Not_Eligible,57825,0.317457507082153,0.8531781161473088,9951,0.05138765934844192
27,Female,Married,High School,34116,Private,26,Large,Family,13550,6,0,13931,396,1006,25820,3761,Yes,341,550,179360,103164,E-commerce Shopping,1414687,54,500.0,Not_Eligible,58805,0.00999531011841951,1.7236780396294993,-24689,0.01465587993903154
57,Female,Married,Professional,127858,Government,29,Small,Own,5581,4,2,1735,25379,2296,15730,11092,No,28593,465,565139,190439,Education,1184442,44,13108.2,Not_Eligible,90406,0.2236309030330523,0.7070812933097655,37452,0.10252154734158207
30,Male,Single,Post Graduate,91620,Private,21,Medium,Family,28798,3,2,2557,8031,1287,4730,6371,Yes,21186,803,273272,136479,Home Appliances,1323019,29,6531.0,High_Risk,72960,0.231237721021611,0.796332678454486,18660,0.07128356254092993
34,Female,Married,Professional,190843,Private,14,Small,Family,20562,6,3,13686,19388,1892,8255,13592,No,6731,505,868496,393226,Education,516223,5,37357.95,Not_Eligible,84106,0.03526982912655953,0.44070780694078376,106737,0.19575226757072567
29,Female,Married,Graduate,174828,Private,28,Small,Rented,9435,4,3,4822,11961,7990,6853,5703,No,9374,420,85508,151707,Education,128824,18,41541.5,Not_Eligible,56138,0.05361841352643741,0.3211041709565973,118690,0.23761354016519093
47,Male,Married,Graduate,97604,Self-employed,8,Large,Family,3479,1,4,1178,7764,9908,21108,9240,No,17430,787,69345,446916,E-commerce Shopping,93243,79,9623.95,High_Risk,70107,0.17857874677267324,0.7182799885250605,27497,0.09860200401622884
34,Male,Married,High School,109452,Private,15,Medium,Family,9137,1,1,14422,27865,5279,3802,3000,No,1020,578,437420,263935,Education,253635,73,15724.45,Not_Eligible,64525,0.009319153601578775,0.5895278295508534,44927,0.14366525965720134
26,Female,Single,Post Graduate,148991,Private,29,Small,Family,26216,4,4,879,8846,2853,3911,7422,Yes,14028,836,470032,172770,Personal Loan,555552,77,29692.6,Eligible,64155,0.09415333812109457,0.4305964789819519,84836,0.19929123235631682
