age,gender,marital_status,education,monthly_salary,employment_type,years_of_employment,company_type,house_type,monthly_rent,family_size,dependents,school_fees,college_fees,travel_expenses,groceries_utilities,other_monthly_expenses,existing_loans,current_emi_amount,credit_score,bank_balance,emergency_fund,emi_scenario,requested_amount,requested_tenure,max_monthly_emi,emi_eligibility
35,Male,Single,Graduate,71298,Self-employed,27,Medium,Family,9791,5,4,8146,6210,7004,6536,8804,No,23574,817,493322,383658,Education,1144589,20,500.0,Not_Eligible
54,Female,Single,Professional,170581,Government,4,Medium,Own,9236,3,3,13787,18948,7437,19142,16295,No,23978,500,478692,356300,Education,1345380,5,21615.3,Not_Eligible
55,Male,Single,Post Graduate,136035,Government,15,Medium,Rented,10345,4,3,10027,24525,13533,19941,7366,No,12297,342,906434,450227,Home Appliances,1369496,20,13300.349999999999,Not_Eligible
48,Female,Married,High School,188167,Government,2,Small,Rented,14159,4,3,10260,1082,8333,16830,18514,Yes,22435,547,669039,406510,Home Appliances,883286,43,33793.9,Not_Eligible
33,Male,Single,Graduate,197596,Self-employed,10,Small,Own,5319,2,4,2870,29678,9448,16993,7221,Yes,15103,664,641278,243092,Personal Loan,546925,80,38837.399999999994,High_Risk
27,Female,Single,Graduate,124825,Government,24,Large,Rented,18251,2,3,9214,587,5917,10430,14165,No,21438,617,327423,157380,Personal Loan,66151,19,15688.05,High_Risk
55,Female,Married,High School,130637,Self-employed,27,Large,Rented,1375,4,3,6252,29443,5032,25446,15953,Yes,19632,794,804761,411020,Education,1317105,63,9626.4,High_Risk
60,Male,Married,Professional,87618,Self-employed,21,Large,Own,8130,4,2,398,10999,14077,12559,11406,No,16269,670,986655,319745,Vehicle,867991,49,4823.0,Not_Eligible
48,Female,Married,Post Graduate,40532,Private,14,Large,Own,21785,3,1,11169,23567,4260,20241,9468,No,19197,487,700100,401771,Home Appliances,1139152,74,500.0,Not_Eligible
55,Male,Single,Graduate,123197,Government,18,Medium,Rented,25187,6,3,11111,3658,8166,4810,4966,No,2337,570,349038,326789,Education,22769,70,22036.699999999997,Not_Eligible
30,Male,Married,Post Graduate,145860,Government,20,Large,Own,6992,6,0,3970,15845,9885,21740,19890,No,5726,557,294404,220252,Personal Loan,561507,26,21634.199999999997,Not_Eligible
26,Male,Single,Post Graduate,75285,Self-employed,23,Large,Family,13850,2,0,8320,10415,8442,17169,13764,Yes,10022,541,462589,294550,Home Appliances,623470,49,500.0,Not_Eligible
44,Male,Married,Graduate,33866,Self-employed,13,Medium,Own,19700,5,2,9724,12609,14026,17351,7719,Yes,18335,393,692032,160073,Home Appliances,244529,58,500.0,Not_Eligible
52,Male,Single,High School,153665,Private,15,Small,Rented,13235,4,4,14615,21964,5037,23449,8420,No,10319,807,46646,366035,Home Appliances,825684,77,19819.1,Eligible
35,Female,Married,Graduate,24495,Government,23,Large,Family,17982,5,4,6570,10375,8201,15349,17402,No,20185,594,875343,98648,Personal Loan,966149,78,500.0,Not_Eligible
28,Male,Single,Graduate,22837,Self-employed,5,Small,Rented,4949,2,4,1050,14763,14006,22890,9412,No,7888,779,781412,17059,Education,33765,16,500.0,Not_Eligible
39,Male,Single,Professional,164752,Government,4,Large,Rented,6572,2,3,2952,16148,1555,23771,2879,Yes,18837,319,302839,433673,Vehicle,1317638,73,32213.3,Not_Eligible
30,Male,Married,Post Graduate,45346,Government,30,Small,Family,26553,1,4,343,5913,13148,26714,14214,No,27747,703,678188,63898,Personal Loan,603580,69,500.0,Not_Eligible
54,Male,Married,High School,123621,Government,20,Large,Own,29733,4,4,9616,10213,6609,28322,6657,Yes,6562,718,967596,52614,Home Appliances,1210798,13,9068.15,High_Risk
26,Male,Single,Post Graduate,38412,Self-employed,16,Small,Rented,13730,6,1,603,21410,7642,26319,3357,No,26646,715,913616,334385,E-commerce Shopping,554565,4,500.0,Not_Eligible
39,Male,Married,Graduate,133833,Government,15,Small,Own,12589,6,3,13606,23438,14556,19624,14794,Yes,16152,828,211764,338708,Education,415653,19,6675.9,High_Risk
35,Female,Single,High School,176876,Self-employed,1,Large,Own,17022,2,3,9782,29351,10469,16636,16228,No,27332,435,790550,495701,Personal Loan,281599,44,17519.6,Not_Eligible
32,Female,Married,High School,80206,Private,30,Small,Family,4166,2,0,14531,28189,6228,18734,5734,No,25989,414,297583,186413,Home Appliances,901975,60,500.0,Not_Eligible
50,Male,Married,High School,25934,Private,27,Large,Rented,10114,4,0,7036,10561,13401,24404,11296,Yes,8438,805,401235,191441,Vehicle,182859,25,500.0,Not_Eligible
29,Female,Single,High School,45723,Self-employed,10,Large,Family,645,1,1,4828,25935,10139,10912,13064,Yes,22105,479,225531,423424,Home Appliances,139252,35,500.0,Not_Eligible
30,Male,Married,Professional,142968,Government,3,Medium,Family,5884,1,2,5932,17164,5580,20536,1546,No,29436,624,287492,387416,Home Appliances,1189931,47,19911.5,High_Risk
50,Male,Married,High School,166477,Private,5,Large,Rented,23052,1,3,4251,26112,5373,28528,13691,No,14267,489,186736,326070,Personal Loan,1328346,80,17921.05,Not_Eligible
28,Male,Single,Graduate,164820,Private,26,Large,Rented,12461,1,0,6583,170,14340,16960,1611,No,18917,490,373538,358452,Vehicle,480346,51,32822.299999999996,Not_Eligible
43,Male,Single,Professional,192485,Self-employed,6,Large,Family,26574,3,4,2148,5019,1397,23323,3977,No,24069,588,315574,433556,E-commerce Shopping,736486,22,37092.299999999996,Not_Eligible
44,Male,Married,Graduate,168426,Self-employed,16,Large,Family,16473,4,3,6044,20608,1221,5574,5107,No,13330,465,364982,349296,Personal Loan,1357817,55,35024.149999999994,Not_Eligible
57,Female,Single,Graduate,136988,Self-employed,7,Medium,Family,14703,4,3,747,19111,3365,22684,4612,Yes,28138,557,702343,58333,Education,1230940,19,15269.8,Not_Eligible
44,Female,Married,Post Graduate,163460,Self-employed,27,Medium,Rented,15136,4,3,8691,13729,2777,24221,10519,No,8978,535,531238,476575,Vehicle,1210170,10,27793.149999999998,Not_Eligible
36,Female,Married,High School,51523,Self-employed,0,Medium,Rented,11470,6,0,3356,29068,5060,27751,14325,Yes,21613,693,158804,445410,E-commerce Shopping,249002,9,500.0,Not_Eligible
25,Female,Single,High School,116150,Self-employed,24,Medium,Family,15421,1,1,5188,2108,4954,9947,555,Yes,15214,784,711830,323822,E-commerce Shopping,915970,39,21967.05,Eligible
50,Male,Single,Graduate,135950,Self-employed,14,Small,Rented,26942,1,0,5898,15476,12714,9901,14226,Yes,5726,759,707645,155661,Vehicle,298864,51,15773.449999999999,Eligible
38,Female,Single,High School,181804,Government,19,Large,Rented,25399,6,4,385,9850,6728,20460,9193,Yes,29668,784,924236,290598,Education,1202308,70,28042.35,Eligible
35,Male,Single,Professional,56646,Government,11,Medium,Rented,550,6,4,4233,9987,13630,3334,16501,No,23126,314,715441,44669,Home Appliances,258042,32,500.0,Not_Eligible
60,Female,Single,Post Graduate,167093,Government,14,Large,Own,24635,2,2,12535,6616,1774,16186,18911,No,10635,770,955902,17705,Personal Loan,1217715,54,26530.35,Eligible
37,Female,Single,High School,67776,Government,22,Medium,Own,5224,3,0,6246,2785,1339,16864,3851,No,21516,544,523717,89500,Education,761476,56,3482.85,Not_Eligible
27,Female,Married,High School,34116,Private,26,Large,Family,13550,6,0,13931,396,1006,25820,3761,Yes,341,550,179360,103164,E-commerce Shopping,1414687,54,500.0,Not_Eligible
57,Female,Married,Professional,127858,Government,29,Small,Own,5581,4,2,1735,25379,2296,15730,11092,No,28593,465,565139,190439,Education,1184442,44,13108.199999999999,Not_Eligible
30,Male,Single,Post Graduate,91620,Private,21,Medium,Family,28798,3,2,2557,8031,1287,4730,6371,Yes,21186,803,273272,136479,Home Appliances,1323019,29,6531.0,High_Risk
34,Female,Married,Professional,190843,Private,14,Small,Family,20562,6,3,13686,19388,1892,8255,13592,No,6731,505,868496,393226,Education,516223,5,37357.95,Not_Eligible
29,Female,Married,Graduate,174828,Private,28,Small,Rented,9435,4,3,4822,11961,7990,6853,5703,No,9374,420,85508,151707,Education,128824,18,41541.5,Not_Eligible
47,Male,Married,Graduate,97604,Self-employed,8,Large,Family,3479,1,4,1178,7764,9908,21108,9240,No,17430,787,69345,446916,E-commerce Shopping,93243,79,9623.949999999999,High_Risk
34,Male,Married,High School,109452,Private,15,Medium,Family,9137,1,1,14422,27865,5279,3802,3000,No,1020,578,437420,263935,Education,253635,73,15724.449999999999,Not_Eligible
26,Female,Single,Post Graduate,148991,Private,29,Small,Family,26216,4,4,879,8846,2853,3911,7422,Yes,14028,836,470032,172770,Personal Loan,555552,77,29692.6,Eligible
37,Male,Married,Graduate,38550,Private,1,Large,Family,26528,5,0,1505,7644,1569,18115,5515,Yes,16252,785,181324,20531,Vehicle,565315,44,500.0,Not_Eligible
26,Male,Married,Professional,182596,Self-employed,14,Large,Rented,6091,1,1,5328,10068,5718,22451,18609,No,27887,807,293438,417448,E-commerce Shopping,1000998,77,30255.399999999998,Eligible
44,Male,Single,Graduate,85227,Government,14,Large,Rented,2633,2,3,1006,24843,9834,10021,10379,No,23353,518,486069,218290,Vehicle,75816,58,1105.3,Not_Eligible
25,Female,Single,Graduate,38212,Government,26,Small,Family,6790,6,2,5297,14411,4672,11527,9297,Yes,2242,499,128334,42630,Education,488725,35,500.0,Not_Eligible
33,Male,Single,Professional,55118,Private,6,Large,Own,3501,1,2,3657,1092,13272,27571,12719,Yes,8902,382,996144,80800,Home Appliances,684249,31,500.0,Not_Eligible
41,Female,Single,High School,43602,Private,26,Large,Own,889,2,4,5109,9660,7991,17147,19377,Yes,27636,575,92134,140250,E-commerce Shopping,801015,64,500.0,Not_Eligible
33,Female,Married,Post Graduate,32540,Government,20,Large,Family,8765,3,0,10497,9513,7773,15706,4862,Yes,17545,521,860275,122478,Education,467525,68,500.0,Not_Eligible
35,Female,Single,High School,181901,Government,12,Small,Rented,25088,1,0,272,17881,12520,15072,10292,Yes,2557,840,986604,366648,Education,264797,10,34376.65,Eligible
39,Female,Married,Professional,86455,Government,22,Large,Family,23630,6,2,2895,7327,3551,7332,19824,Yes,21726,361,811918,122842,Home Appliances,403622,45,500.0,Not_Eligible
48,Male,Married,Graduate,37277,Government,16,Small,Family,14197,1,4,3095,4993,1109,17140,12954,No,29507,697,666892,453592,Education,1238727,49,500.0,Not_Eligible
59,Female,Single,Post Graduate,134133,Private,10,Large,Rented,4160,6,4,11064,3079,4650,21399,11842,Yes,5547,465,965435,154581,Personal Loan,1162948,14,25337.199999999997,Not_Eligible
54,Male,Single,High School,163748,Private,26,Small,Own,10156,3,3,1606,26330,4219,6659,1996,Yes,24389,430,159748,417802,Home Appliances,1014446,42,30937.55,Not_Eligible
55,Female,Single,Professional,188916,Private,9,Small,Family,4051,6,3,12882,9700,1731,15793,1074,Yes,14161,610,626776,390466,E-commerce Shopping,746358,7,45333.399999999994,High_Risk
29,Male,Single,Graduate,24752,Government,24,Medium,Rented,18614,2,3,2447,9013,13501,16268,14378,No,29665,505,135762,59421,E-commerce Shopping,150690,58,500.0,Not_Eligible
38,Female,Single,Graduate,186742,Self-employed,0,Medium,Rented,21569,5,1,6496,12167,12235,3398,10895,No,8918,704,706092,214491,Vehicle,1364858,59,38872.399999999994,Eligible
35,Male,Single,High School,177550,Government,13,Medium,Family,16227,6,4,11043,2135,6693,13850,866,No,29703,462,936643,406888,Personal Loan,660444,79,33961.549999999996,Not_Eligible
33,Female,Married,Professional,172511,Government,4,Small,Rented,23759,6,4,1324,17548,9759,14586,3782,No,14193,599,780459,414416,Personal Loan,85128,3,30645.999999999996,Not_Eligible
58,Female,Married,Graduate,180819,Self-employed,29,Large,Family,6197,2,3,10249,18956,12240,18290,10324,Yes,22743,471,604002,129046,E-commerce Shopping,1251185,35,28637.0,Not_Eligible
36,Male,Married,Graduate,140332,Self-employed,7,Large,Own,13532,4,2,3902,21305,6556,23481,14016,Yes,12571,468,382344,478002,Education,311625,62,15739.15,Not_Eligible
59,Female,Married,Post Graduate,175882,Government,0,Small,Family,2283,4,3,7210,21054,8104,18993,10269,Yes,9708,454,670081,307937,Personal Loan,1493088,75,34391.35,Not_Eligible
59,Female,Single,Graduate,33302,Self-employed,6,Large,Own,4984,4,1,3122,13654,12063,27453,9362,Yes,12726,391,774664,444756,Personal Loan,1303215,36,500.0,Not_Eligible
25,Female,Single,High School,81236,Self-employed,1,Small,Rented,16995,6,2,10958,686,10549,3015,4183,No,14078,455,513621,408068,Education,135104,74,7270.2,Not_Eligible
46,Male,Married,Professional,79467,Self-employed,6,Large,Family,25013,3,4,10346,9166,14740,7374,7469,No,6466,304,429436,348977,Home Appliances,440689,35,500.0,Not_Eligible
53,Female,Married,Professional,117350,Government,6,Small,Rented,13414,2,1,4866,27863,14134,24854,13115,Yes,22220,490,748867,172287,Education,1477104,58,500.0,Not_Eligible
32,Female,Married,Post Graduate,180913,Government,8,Medium,Family,26035,6,1,1729,8697,8263,9513,16974,No,22438,850,361827,396459,Vehicle,1009674,78,30542.399999999998,Eligible
35,Male,Single,Professional,190785,Self-employed,21,Medium,Rented,6837,1,2,5354,18154,2071,20960,16098,No,24224,309,671408,343927,Vehicle,1138348,23,33980.45,Not_Eligible
38,Male,Single,High School,195618,Private,3,Large,Own,23490,6,3,4585,15958,8973,16250,7191,Yes,28273,383,942408,8718,E-commerce Shopping,58629,70,31814.3,Not_Eligible
54,Male,Single,Graduate,18048,Self-employed,22,Large,Family,13732,4,3,2722,16457,8445,27953,2224,No,29428,776,325391,482817,Home Appliances,1080436,6,500.0,Not_Eligible
59,Male,Married,Post Graduate,179362,Self-employed,6,Large,Rented,7275,2,0,12762,21285,6071,8174,5333,Yes,6858,328,145268,252823,Personal Loan,1388519,51,39061.399999999994,Not_Eligible
45,Male,Married,Professional,73906,Government,19,Large,Family,8715,1,2,4676,16964,8370,17467,15023,No,6556,711,922544,413365,E-commerce Shopping,291007,13,500.0,Not_Eligible
29,Female,Single,Post Graduate,91637,Private,17,Medium,Family,3577,2,3,2894,27716,3246,24869,6133,Yes,26840,694,62262,63241,E-commerce Shopping,382559,7,500.0,Not_Eligible
43,Female,Single,Post Graduate,44778,Self-employed,12,Medium,Own,14739,3,1,11555,24798,11747,12571,11460,Yes,23696,512,593154,448290,Personal Loan,783836,62,500.0,Not_Eligible
38,Female,Married,Professional,173497,Private,10,Small,Rented,22870,4,3,10032,12199,11568,25299,4904,Yes,27556,770,584434,145448,Personal Loan,1183555,32,20674.149999999998,Eligible
50,Male,Married,Post Graduate,135918,Government,8,Large,Family,29471,5,3,7648,17280,2920,14505,4898,Yes,16005,520,74465,356654,Education,580015,68,15116.849999999999,Not_Eligible
28,Female,Single,Professional,105036,Private,13,Medium,Family,11590,6,1,14795,2433,7012,28329,18879,Yes,23725,451,617259,326781,Vehicle,638584,18,500.0,Not_Eligible
49,Male,Married,High School,158746,Government,7,Small,Family,18645,4,2,1961,3952,9315,4307,2483,No,19725,334,658404,127733,Personal Loan,729562,84,34425.299999999996,Not_Eligible
49,Male,Single,Professional,179125,Self-employed,20,Small,Family,1023,4,0,6568,7452,7343,12850,19985,Yes,28626,360,335855,328020,Education,48815,78,33347.299999999996,Not_Eligible
42,Female,Single,Graduate,26957,Government,13,Small,Family,26155,3,3,12616,2169,1074,7532,12052,Yes,4772,575,52468,325533,Vehicle,617059,14,500.0,Not_Eligible
32,Male,Married,Professional,87644,Private,20,Medium,Rented,24897,1,3,4862,14086,2988,10106,3327,No,19313,521,43128,157436,Home Appliances,979912,28,2822.75,Not_Eligible
38,Male,Married,Graduate,199688,Private,16,Small,Family,15437,4,3,12793,25308,9348,8913,10048,No,18026,722,434315,420316,Home Appliances,286718,70,34935.25,Eligible
56,Female,Married,Post Graduate,128294,Private,26,Large,Family,11318,1,2,2675,17848,14445,7774,2000,No,26359,703,462897,106105,Home Appliances,612737,29,16056.249999999998,Eligible
57,Male,Single,Professional,32829,Self-employed,24,Small,Family,11023,1,1,1939,822,8287,15812,4572,No,1874,747,970881,301922,Personal Loan,544204,55,500.0,Not_Eligible
47,Male,Married,Graduate,20837,Private,26,Small,Rented,15430,3,1,12765,25032,4083,9214,6896,Yes,17236,463,440165,207781,Vehicle,502605,50,500.0,Not_Eligible
39,Female,Married,Professional,161104,Private,13,Medium,Family,7235,4,1,13,26787,4818,3053,5233,Yes,3100,440,502454,173593,Vehicle,266725,39,38802.75,Not_Eligible
57,Male,Single,Professional,114770,Private,25,Small,Family,28851,6,1,13014,11526,13230,29636,12644,No,21723,556,362267,28179,Home Appliances,1436390,47,500.0,Not_Eligible
49,Male,Single,Professional,41352,Government,26,Medium,Own,10619,3,1,11250,2139,4691,24879,2364,No,9936,802,287653,188707,E-commerce Shopping,776940,77,500.0,Not_Eligible
41,Female,Married,High School,45215,Private,23,Medium,Own,27556,3,1,745,28425,13171,6642,5828,No,7216,669,554969,330559,Vehicle,1175643,5,500.0,Not_Eligible
57,Female,Single,Graduate,56247,Government,4,Large,Family,20141,5,3,8162,10575,14856,19463,1210,Yes,18424,568,961701,377386,Vehicle,786038,8,500.0,Not_Eligible
26,Female,Single,High School,144692,Private,9,Small,Family,8068,6,3,14515,21065,6239,25348,15625,Yes,5121,462,649973,428711,Education,131244,80,17048.85,Not_Eligible
38,Female,Single,High School,189120,Government,5,Large,Own,25025,3,1,10202,15270,9274,24993,6846,No,8901,829,578794,244241,Home Appliances,538670,8,31013.149999999998,Eligible
30,Male,Married,Graduate,81714,Government,27,Large,Rented,1284,5,1,10805,8505,13980,18049,11205,No,10840,351,839816,9109,E-commerce Shopping,309531,79,2466.1,Not_Eligible
30,Male,Married,Professional,50319,Self-employed,9,Small,Rented,28094,1,2,14640,2649,14539,26587,18182,Yes,69,625,964801,155852,Education,1263154,31,500.0,Not_Eligible
27,Female,Single,High School,134058,Self-employed,10,Small,Own,18044,6,2,4570,10081,4065,26807,546,Yes,4800,357,924362,450638,E-commerce Shopping,1411833,35,22800.75,Not_Eligible
31,Male,Single,High School,31025,Government,25,Medium,Family,14466,6,4,7709,21473,8954,19669,13146,No,24621,582,849310,328207,E-commerce Shopping,840454,19,500.0,Not_Eligible
32,Male,Single,High School,24780,Government,23,Small,Own,5353,1,3,2946,20263,3233,12768,8233,Yes,19518,356,147330,285144,E-commerce Shopping,1060936,59,500.0,Not_Eligible
39,Female,Married,Professional,37706,Self-employed,5,Medium,Rented,903,2,1,12811,7053,10976,28519,1748,No,18038,679,378676,151298,Personal Loan,1156536,13,500.0,Not_Eligible
53,Female,Single,High School,188988,Government,9,Large,Own,9369,6,3,3182,1489,3090,27347,13399,No,23265,308,757871,125764,Vehicle,853802,68,37746.45,Not_Eligible
57,Male,Single,Post Graduate,90503,Self-employed,13,Large,Rented,8521,2,4,3486,1664,6628,10966,11418,No,24404,804,788765,254874,Vehicle,415390,36,8195.6,High_Risk
54,Female,Married,Graduate,176928,Self-employed,19,Medium,Family,25212,1,2,6564,15760,5168,19611,6913,Yes,17300,577,543928,359526,Education,347373,18,28140.0,Not_Eligible
51,Female,Single,Post Graduate,118166,Private,2,Small,Family,10081,4,4,4506,10800,5012,21360,1560,Yes,10736,733,912638,464992,E-commerce Shopping,1184342,43,18938.85,Eligible
